MAPPED_CUST_ID,FIRST_NAME,LAST_NAME,DATE_OF_BIRTH,AGE,EDUCATION,STATUS,MARITAL_STATUS,NO_OF_CHILDRENS,NO_OF_DEPENDENTS,HOUSE_OWNERSHIP,OCCUPATION,PURCHASE_HABITS_APPAREL,PURCHASE_HABITS_TRAVEL,PURCHASE_HABITS_FITNESS,PURCHASE_HABITS_COMPUTERS,PURCHASE_HABITS_FICTION,PURCHASE_HABITS_OTHERS
75007514007,NOUREDINE,BELKHERROUBI,444873600000,41,ASSOCIATE,UNEMPLOYED,MARRIED,2,3,OTHER,AGENT,1,1,1,0,0,0
81176566914,CHRISTOPHER,FRANCHINA,491356800000,40,DOCTORATE,UNEMPLOYED,WIDOWED,0,0,RENT,AGENT,0,0,1,0,0,0
65081945442,LEYKENDRA,MORRISON,-103420800000,58,BACHELOR,UNEMPLOYED,MARRIED,2,2,MORTGAGE,AGENT,1,0,0,1,1,1
336592169889,TIFFANY,HAMILTON,245203200000,47,MASTER,STUDENT,WIDOWED,3,3,OTHER,AGENT,0,1,1,0,0,1
489059257516,WILLIAM,REID,-226972800000,62,BACHELOR,STUDENT,MARRIED,1,2,RENT,ADJUSTER,1,0,0,1,1,1
17635008716,NATHAN,CASSARO,702864000000,33,ASSOCIATE,EMPLOYED,SINGLE,2,3,MORTGAGE,ADJUSTER,0,1,1,1,0,1
760610728078,WANDA,PRINCE,512352000000,39,DOCTORATE,RETIRED,DIVORCED,0,0,OTHER,ADJUSTER,0,1,0,0,0,1
889143999782,EDIXON,VILLALOBOS,-254188800000,63,DOCTORATE,UNEMPLOYED,WIDOWED,0,0,MORTGAGE,AGENT,0,1,1,0,1,0
991279824711,JEFFREY,BOHR,121219200000,51,HIGH_SCHOOL,EMPLOYED,WIDOWED,1,1,OTHER,ADJUSTER,0,0,0,1,0,1
213868544877,KYMESHA,KENDRICKS,466128000000,40,HIGH_SCHOOL,EMPLOYED,MARRIED,3,3,MORTGAGE,AGENT,1,0,0,1,1,0
533630009256,LISA,GREEN,900892800000,27,MASTER,RETIRED,DIVORCED,1,2,OWN,AGENT,1,0,0,0,0,0
337212969456,JAMES,WALLACE,-94867200000,58,ASSOCIATE,EMPLOYED,MARRIED,3,3,RENT,AGENT,1,1,0,0,1,1
301547367014,TIMOTHY,BARNES,820540800000,29,HIGH_SCHOOL,SELF_EMPLOYED,MARRIED,1,2,OWN,ADJUSTER,1,1,1,1,0,1
557688786000,JEFFREY,WARD,-179539200000,61,BACHELOR,SELF_EMPLOYED,MARRIED,3,4,OTHER,AGENT,1,0,0,1,0,1
260567864981,BRADFORD,THORNE,412128000000,42,DOCTORATE,UNEMPLOYED,MARRIED,0,0,RENT,AGENT,1,1,0,0,0,1
641009122268,MICHAEL,HAYES,-132105600000,59,MASTER,EMPLOYED,DIVORCED,2,3,OWN,AGENT,0,1,1,1,0,0
514891265626,DEREK,SPECK,32400000000,54,MASTER,STUDENT,DIVORCED,0,0,MORTGAGE,AGENT,1,0,1,1,1,0
84950864530,SIMONE,POPO,818035200000,29,ASSOCIATE,EMPLOYED,WIDOWED,1,2,OWN,AGENT,0,0,0,1,1,0
185795311213,MARJORIE,CARRANDI,631756800000,35,DOCTORATE,UNEMPLOYED,DIVORCED,0,1,RENT,AGENT,0,1,1,0,0,0
161978543100,TRACI,KAAS,-218419200000,62,HIGH_SCHOOL,UNEMPLOYED,MARRIED,2,2,OTHER,AGENT,0,0,1,1,0,1
409084029766,ZENETEA,ALEXANDER,625622400000,35,BACHELOR,EMPLOYED,MARRIED,0,0,MORTGAGE,AGENT,1,1,0,0,1,0
235130232823,RUSSELL,JENSEN,933379200000,26,BACHELOR,EMPLOYED,SINGLE,0,1,MORTGAGE,AGENT,0,1,1,0,0,1
925244342401,WILLIAM,MORENO,704505600000,33,BACHELOR,STUDENT,WIDOWED,2,3,RENT,AGENT,0,0,1,1,0,0
627036750800,FRANCISCO,ROQUE,667440000000,34,ASSOCIATE,STUDENT,SINGLE,1,1,MORTGAGE,AGENT,0,1,0,0,1,0
916458850550,ROSLYN,ELY,467510400000,40,DOCTORATE,SELF_EMPLOYED,WIDOWED,0,0,OWN,AGENT,1,0,0,0,0,0
828923784503,GREGORY,EDWARDS,466041600000,40,HIGH_SCHOOL,EMPLOYED,DIVORCED,0,0,OWN,AGENT,1,1,1,0,1,1
803299683506,KEONDRE,THOMAS,206150400000,49,DOCTORATE,UNEMPLOYED,DIVORCED,1,1,OWN,ADJUSTER,0,1,0,1,1,0
105232497096,ERIC,LEVY,-146275200000,60,ASSOCIATE,UNEMPLOYED,WIDOWED,2,2,OWN,AGENT,1,1,1,0,1,0
517426140654,JORGE,GONZALEZ,-199324800000,61,DOCTORATE,SELF_EMPLOYED,SINGLE,1,1,OWN,AGENT,1,1,0,1,0,1
395364501219,KAYON,MCINTOSH,176515200000,50,MASTER,UNEMPLOYED,DIVORCED,3,4,MORTGAGE,AGENT,0,1,0,0,1,1
384308281022,NEAOLA,SPENCER,-259200000000,63,ASSOCIATE,EMPLOYED,SINGLE,2,2,MORTGAGE,ADJUSTER,0,1,1,1,0,1
154606239809,WILLIAM,III,576892800000,37,DOCTORATE,EMPLOYED,MARRIED,1,1,MORTGAGE,AGENT,0,1,0,0,1,0
461423009817,HALEY,BROWN,478483200000,40,DOCTORATE,RETIRED,MARRIED,3,3,OWN,AGENT,0,1,1,1,0,0
645397022740,WILLIAM,SHAW,-121392000000,59,ASSOCIATE,STUDENT,SINGLE,3,3,OWN,ADJUSTER,0,1,1,1,1,1
284347343292,ALEXANDER,WATSON,449452800000,41,HIGH_SCHOOL,RETIRED,WIDOWED,0,1,MORTGAGE,AGENT,0,0,0,1,0,0
566834665921,LINA,MIRAZO,569030400000,37,BACHELOR,SELF_EMPLOYED,SINGLE,3,3,OTHER,AGENT,1,1,0,1,1,0
143267153346,ALFRED,RODRIGUEZ,-117936000000,59,HIGH_SCHOOL,EMPLOYED,MARRIED,1,2,OTHER,AGENT,1,0,1,0,1,1
493464971359,KENNETH,HINOJOSA,-325036800000,65,MASTER,UNEMPLOYED,WIDOWED,2,3,MORTGAGE,AGENT,1,1,0,1,1,0
853763778644,TRAVIS,GOMEZ,877132800000,27,BACHELOR,SELF_EMPLOYED,DIVORCED,0,1,RENT,AGENT,1,1,1,1,1,1
802786577378,ADRIAN,BERNAL,266630400000,47,ASSOCIATE,STUDENT,DIVORCED,2,2,MORTGAGE,AGENT,0,0,0,0,0,0
874641968252,JAMES,JR,109209600000,52,ASSOCIATE,UNEMPLOYED,SINGLE,3,4,OTHER,AGENT,1,1,1,0,1,1
305861262729,XENIA,CANO,-11491200000,55,MASTER,STUDENT,SINGLE,3,3,MORTGAGE,AGENT,1,1,0,0,0,0
654287355722,RAYMOND,DENICK,130118400000,51,MASTER,UNEMPLOYED,SINGLE,2,2,MORTGAGE,AGENT,0,1,0,0,0,1
907246659960,DEDRA,WHITE,649728000000,35,MASTER,STUDENT,WIDOWED,2,3,OWN,AGENT,0,1,1,0,1,1
221822419647,JOSHUA,CLINTON,873936000000,27,ASSOCIATE,STUDENT,SINGLE,1,1,RENT,AGENT,1,0,0,0,1,0
69999313887,KIMBERLY,LOZANO,372470400000,43,ASSOCIATE,SELF_EMPLOYED,SINGLE,0,1,RENT,AGENT,1,1,0,1,1,0
872142943791,BRUCE,CALLANDER,540864000000,38,DOCTORATE,STUDENT,WIDOWED,2,3,OWN,AGENT,1,0,1,1,0,0
342162249855,KELSEY,TAYLOR,583286400000,37,DOCTORATE,SELF_EMPLOYED,WIDOWED,1,1,OTHER,AGENT,1,0,0,1,1,1
867432443743,ASHLEY,BANGLE,251769600000,47,DOCTORATE,EMPLOYED,SINGLE,0,1,RENT,AGENT,0,0,1,0,1,0
512815337140,LINDA,GONZALEZ,163814400000,50,ASSOCIATE,UNEMPLOYED,MARRIED,1,1,OWN,AGENT,0,0,1,0,0,0
292688295644,KRYSTAL,HENRIQUEZ,35337600000,54,ASSOCIATE,EMPLOYED,DIVORCED,1,2,OTHER,AGENT,0,0,1,0,0,1
839882057924,HOWARD,UECKERT,877132800000,27,HIGH_SCHOOL,EMPLOYED,DIVORCED,0,1,RENT,AGENT,1,0,0,1,0,0
320384165658,JOETTA,STEPHENS,958435200000,25,BACHELOR,EMPLOYED,WIDOWED,0,0,OWN,AGENT,1,1,1,1,1,1
330080252355,KEUNDRA,GIBSON,746409600000,31,DOCTORATE,UNEMPLOYED,WIDOWED,3,3,OTHER,AGENT,1,0,1,1,1,0
645127730797,DONESHIA,WEAVER,302140800000,46,DOCTORATE,STUDENT,SINGLE,0,1,MORTGAGE,ADJUSTER,1,1,1,1,0,1
620905210103,TODD,MARKER,323136000000,45,MASTER,SELF_EMPLOYED,WIDOWED,3,4,OTHER,AGENT,1,0,0,1,1,0
128423665366,ESTELA,PORTILLO,450835200000,41,ASSOCIATE,SELF_EMPLOYED,WIDOWED,0,1,OTHER,AGENT,1,1,0,1,0,0
627801410714,ANDREW,WORTMAN,-246153600000,63,HIGH_SCHOOL,EMPLOYED,SINGLE,2,3,MORTGAGE,ADJUSTER,1,1,1,0,0,0
457393339692,ALONDRA,MENDOZA,-356486400000,66,BACHELOR,STUDENT,SINGLE,3,3,RENT,AGENT,0,0,0,0,1,0
638587215061,JACQUELINE,FALLON,444441600000,41,HIGH_SCHOOL,SELF_EMPLOYED,WIDOWED,2,2,OTHER,ADJUSTER,1,1,1,1,1,0
240313652352,KERRY,FREEMAN,550627200000,38,BACHELOR,SELF_EMPLOYED,MARRIED,3,4,OTHER,ADJUSTER,1,0,0,1,0,1
252805318341,VERIDA,TAPLIN,298944000000,46,DOCTORATE,STUDENT,MARRIED,1,2,OTHER,AGENT,1,0,0,1,0,1
950935273256,ALEXIS,CAHALIN,670982400000,34,HIGH_SCHOOL,RETIRED,MARRIED,1,1,OWN,AGENT,1,0,1,1,1,1
223582376207,SIRI,SPRADLING,742262400000,32,BACHELOR,EMPLOYED,SINGLE,2,3,MORTGAGE,AGENT,1,0,1,0,0,0
498876753876,DIANA,MARTINEZ,772848000000,31,MASTER,RETIRED,MARRIED,2,3,OWN,AGENT,1,1,1,1,1,1
881358987048,JORY,POLK,-190166400000,61,BACHELOR,SELF_EMPLOYED,WIDOWED,2,2,MORTGAGE,AGENT,0,0,0,0,1,1
918667505027,MATHIAS,DOE,485568000000,40,HIGH_SCHOOL,SELF_EMPLOYED,DIVORCED,1,2,OWN,AGENT,1,0,1,1,1,0
182095806307,MATTHEW,GALANTE,-195004800000,61,HIGH_SCHOOL,SELF_EMPLOYED,DIVORCED,0,0,OTHER,AGENT,1,0,0,0,0,1
968884279404,SHAWN,BAITMAN,599184000000,36,BACHELOR,STUDENT,DIVORCED,1,2,OTHER,AGENT,0,0,0,0,1,1
861047432272,SPENCER,HEATON,-18662400000,56,ASSOCIATE,RETIRED,WIDOWED,0,1,OWN,AGENT,1,1,1,0,1,1
118315561789,SHADRACH,ROCHESTER,332899200000,45,BACHELOR,UNEMPLOYED,WIDOWED,3,3,MORTGAGE,AGENT,1,1,0,1,0,1
245024314831,KAMEISHA,BROWN,656985600000,34,ASSOCIATE,EMPLOYED,SINGLE,2,3,OWN,ADJUSTER,1,0,1,0,0,0
930954440352,ABOLGHASEM,BADIEE,362880000000,44,BACHELOR,STUDENT,SINGLE,0,0,OWN,AGENT,1,0,1,0,1,1
111957823962,JARED,TREJO,444009600000,41,MASTER,SELF_EMPLOYED,DIVORCED,0,1,RENT,ADJUSTER,1,0,0,0,0,0
155405125209,DIANE,SASSO,755136000000,31,MASTER,STUDENT,WIDOWED,1,2,RENT,AGENT,1,0,1,0,1,1
467417653100,KAISHA,HINSON,-369014400000,67,DOCTORATE,RETIRED,DIVORCED,2,2,OTHER,AGENT,1,0,0,0,1,1
435459392229,WILLIAM,STALLONES,-216691200000,62,MASTER,STUDENT,WIDOWED,1,1,RENT,AGENT,1,0,1,1,0,1
885998941698,JAMIRA,WILLIAMS,745891200000,31,DOCTORATE,SELF_EMPLOYED,WIDOWED,1,1,OWN,AGENT,1,1,0,1,1,0
812844393028,ADEYEMI,ADEFEMI,948499200000,25,DOCTORATE,UNEMPLOYED,SINGLE,1,1,OTHER,ADJUSTER,0,1,1,1,1,1
242238026036,PHILIP,SANTUCCI,-432000000,55,BACHELOR,EMPLOYED,DIVORCED,2,3,RENT,AGENT,0,0,0,0,1,0
878088660050,BENJAMIN,MILLER,260841600000,47,DOCTORATE,SELF_EMPLOYED,WIDOWED,2,3,MORTGAGE,AGENT,1,0,1,1,1,1
701859216517,ROBERT,ESPOSITO,672710400000,34,MASTER,RETIRED,DIVORCED,0,0,OWN,AGENT,1,0,1,1,1,1
867269354285,BARBARA,RUSSELL,449971200000,41,DOCTORATE,EMPLOYED,SINGLE,1,2,RENT,ADJUSTER,0,1,1,1,1,0
467645346157,RICHARD,DAVID,-243302400000,63,MASTER,STUDENT,MARRIED,2,2,MORTGAGE,ADJUSTER,0,1,1,0,0,0
875099607417,DAVID,DOTSON,-364176000000,67,DOCTORATE,SELF_EMPLOYED,SINGLE,0,0,MORTGAGE,ADJUSTER,0,0,1,1,0,0
613406829982,TIMOTHY,HARTSOCK,9158400000,55,DOCTORATE,EMPLOYED,MARRIED,3,3,MORTGAGE,AGENT,0,1,1,0,0,0
467411304879,KRYSTAL,JONES,654825600000,34,HIGH_SCHOOL,UNEMPLOYED,DIVORCED,2,2,MORTGAGE,AGENT,0,0,0,0,0,1
720788924062,JEVARYON,SR,638064000000,35,ASSOCIATE,RETIRED,WIDOWED,2,2,OTHER,AGENT,0,0,0,0,0,1
976704270611,JAMES,RINAUDO,228182400000,48,DOCTORATE,RETIRED,SINGLE,3,4,OTHER,ADJUSTER,1,1,0,1,0,1
492558963972,BRUCE,EVERETT,-314409600000,65,HIGH_SCHOOL,EMPLOYED,MARRIED,3,4,OTHER,ADJUSTER,1,0,1,0,1,0
165388251922,ALEXA,SHOEMAKER,970185600000,24,DOCTORATE,RETIRED,DIVORCED,2,2,OTHER,AGENT,0,0,1,1,1,1
667715554297,QIAN,HONG,43027200000,54,HIGH_SCHOOL,RETIRED,MARRIED,3,4,OTHER,AGENT,0,0,0,0,0,1
230446449805,GARY,DUDLEY,752198400000,31,BACHELOR,STUDENT,SINGLE,2,2,MORTGAGE,AGENT,0,1,1,0,0,0
860273045816,ALEXANDER,DEANDRADE,25228800000,54,MASTER,STUDENT,DIVORCED,0,0,MORTGAGE,ADJUSTER,0,0,1,0,0,1
861090389392,RAYMOND,JR,942019200000,25,HIGH_SCHOOL,EMPLOYED,WIDOWED,0,1,OTHER,AGENT,0,1,0,0,0,1
643026887688,ROBERT,JR,-249609600000,63,BACHELOR,EMPLOYED,MARRIED,3,4,OTHER,ADJUSTER,0,1,0,1,0,0
746123349950,RUSSELL,WEBER,486777600000,40,MASTER,SELF_EMPLOYED,MARRIED,3,4,OTHER,AGENT,0,1,0,1,0,1
217953201856,IDRIS,LAWAL,791683200000,30,HIGH_SCHOOL,RETIRED,MARRIED,0,0,OWN,ADJUSTER,1,1,1,0,0,0
634885737333,ROSA,CASTRO,343785600000,44,DOCTORATE,UNEMPLOYED,SINGLE,1,2,MORTGAGE,AGENT,1,1,0,0,0,1
256058986384,JOH'NESHIA,MOORE,157420800000,50,ASSOCIATE,RETIRED,SINGLE,1,2,OWN,ADJUSTER,0,0,1,0,0,0
973436912784,HAMEET,SETHI,396748800000,43,HIGH_SCHOOL,STUDENT,WIDOWED,0,1,OTHER,AGENT,1,0,1,1,1,1
822578049961,JESSICA,GILES,570844800000,37,ASSOCIATE,SELF_EMPLOYED,MARRIED,3,4,RENT,ADJUSTER,1,0,0,0,1,0
368608041242,KIMBERLY,BARNETT,-112665600000,59,HIGH_SCHOOL,RETIRED,DIVORCED,2,2,OTHER,AGENT,1,1,0,1,1,0
909045343894,MATHEW,PALAZZO,832896000000,29,HIGH_SCHOOL,UNEMPLOYED,SINGLE,3,3,MORTGAGE,AGENT,1,1,0,1,1,1
782991009474,SANDRA,REISZ,695001600000,33,BACHELOR,UNEMPLOYED,WIDOWED,1,1,MORTGAGE,AGENT,1,0,1,0,0,1
526072446351,CYNTHIA,BUGGS,260236800000,47,ASSOCIATE,SELF_EMPLOYED,DIVORCED,1,1,OTHER,AGENT,0,0,1,0,1,1
546801388677,CHIAGOZIE,NWASURUBA,-135388800000,59,ASSOCIATE,RETIRED,WIDOWED,0,1,OWN,AGENT,0,0,0,0,0,0
663801529551,MARK,CLAYTON,534902400000,38,ASSOCIATE,UNEMPLOYED,SINGLE,0,1,OWN,ADJUSTER,0,0,0,0,1,1
239938076685,SONIA,ENDERBY,963360000000,25,DOCTORATE,EMPLOYED,DIVORCED,1,1,OTHER,AGENT,1,1,0,1,1,1
427770568200,MORENA,PALACIOS,-31017600000,56,DOCTORATE,UNEMPLOYED,WIDOWED,2,2,MORTGAGE,AGENT,1,0,1,1,0,0
90169601361,NICHOLAS,BUDOR,947289600000,25,MASTER,EMPLOYED,MARRIED,3,4,MORTGAGE,AGENT,0,1,0,1,0,0
685285668483,SIERRAH,CROW,488505600000,40,MASTER,RETIRED,DIVORCED,1,1,MORTGAGE,AGENT,0,1,0,0,0,0
162913017708,BUKOLA,OLUWAFEMI,615254400000,36,ASSOCIATE,UNEMPLOYED,DIVORCED,0,0,OWN,ADJUSTER,0,1,1,0,1,0
560509333931,ISRAEL,RAMIREZ,-233020800000,63,BACHELOR,RETIRED,SINGLE,3,4,RENT,AGENT,0,1,0,1,0,1
811335535539,HUNDLEY,BATTS,123465600000,51,MASTER,SELF_EMPLOYED,DIVORCED,3,3,RENT,AGENT,0,1,1,1,0,1
592648834293,MATTHEW,SCHWISTER,539827200000,38,DOCTORATE,SELF_EMPLOYED,MARRIED,1,1,RENT,AGENT,0,0,1,0,1,1
103891469731,ANTHONY,PRESTON,-65491200000,57,MASTER,EMPLOYED,SINGLE,1,1,OWN,ADJUSTER,1,1,1,1,0,1
739580084984,RENEE,YELLOWHORSE,-28252800000,56,ASSOCIATE,STUDENT,MARRIED,1,1,OTHER,AGENT,1,0,1,0,0,0
33812589826,ELVIRA,ARCHULETA,840153600000,29,BACHELOR,EMPLOYED,WIDOWED,2,3,OWN,AGENT,0,1,0,1,1,0
133608352714,TANIA,AREVALO,-169084800000,60,ASSOCIATE,EMPLOYED,MARRIED,3,4,MORTGAGE,AGENT,1,1,1,0,0,0
848495775053,ROBERT,HERRMANN,542851200000,38,BACHELOR,SELF_EMPLOYED,SINGLE,1,2,MORTGAGE,AGENT,0,0,0,1,1,1
810147054199,ADAM,MIGLIORE,-271728000000,64,DOCTORATE,UNEMPLOYED,DIVORCED,2,3,RENT,ADJUSTER,0,0,0,0,1,1
335203017370,YOLANDA,HERNANDEZ,547862400000,38,MASTER,RETIRED,WIDOWED,1,1,MORTGAGE,AGENT,0,0,0,0,0,1
986231846073,VALENCIA,THOMPKINS,-93312000000,58,DOCTORATE,UNEMPLOYED,WIDOWED,3,3,RENT,ADJUSTER,0,1,0,0,0,0
72078778175,MELISSA,HARDISON,682214400000,34,ASSOCIATE,SELF_EMPLOYED,MARRIED,3,4,MORTGAGE,ADJUSTER,0,0,1,0,1,1
809964947103,KENNETH,FRAZIER,237600000000,48,ASSOCIATE,UNEMPLOYED,SINGLE,3,3,RENT,AGENT,1,1,1,0,1,0
889988360288,THOMAS,HUSTON,408412800000,42,BACHELOR,SELF_EMPLOYED,SINGLE,1,1,RENT,AGENT,1,1,1,0,0,1
220153417743,ALEXANDER,BENNETT,-135475200000,59,BACHELOR,EMPLOYED,MARRIED,2,2,OWN,ADJUSTER,0,1,0,1,1,0
346969575084,DAVID,ROSENBAUER,155865600000,50,MASTER,EMPLOYED,DIVORCED,0,1,RENT,AGENT,1,0,0,1,1,0
401321533079,PIERCE,BAKER,186105600000,49,MASTER,RETIRED,WIDOWED,0,0,RENT,AGENT,0,1,0,1,0,0
848934776326,SETH,CLABORN,932256000000,26,ASSOCIATE,STUDENT,MARRIED,2,3,MORTGAGE,AGENT,0,0,1,1,1,0
455055284745,CHRISTOPHER,MARTINEZ,-8294400000,55,BACHELOR,SELF_EMPLOYED,WIDOWED,2,3,OTHER,AGENT,0,1,1,1,0,1
709653672795,JOSEPH,VALENTI,140313600000,51,BACHELOR,UNEMPLOYED,DIVORCED,0,1,OWN,AGENT,0,0,0,1,0,1
904053733955,SPENCER,STONE,186537600000,49,ASSOCIATE,RETIRED,SINGLE,1,2,RENT,AGENT,0,0,0,0,0,1
514726387342,JASON,BRASWELL,-373593600000,67,MASTER,UNEMPLOYED,MARRIED,1,2,OWN,AGENT,1,0,0,0,1,1
914531091491,JAMAAL,WILSON,503020800000,39,DOCTORATE,RETIRED,SINGLE,3,4,OWN,AGENT,0,0,0,0,1,1
886850798777,KRISTI,SEBERA,938736000000,25,BACHELOR,STUDENT,WIDOWED,0,0,RENT,AGENT,1,1,1,0,0,1
702999133855,STEPHANE,HIGGINS,549504000000,38,HIGH_SCHOOL,STUDENT,WIDOWED,0,0,OWN,AGENT,0,0,0,1,1,1
945052182449,IVORY,BUCHANAN,461462400000,41,MASTER,STUDENT,SINGLE,2,3,MORTGAGE,ADJUSTER,1,1,1,1,0,1
333373171574,CHRISTOPHER,TINDER,340070400000,44,MASTER,EMPLOYED,SINGLE,0,1,RENT,AGENT,1,1,1,0,1,1
465648021246,TINA,FORMBY,-163382400000,60,ASSOCIATE,SELF_EMPLOYED,WIDOWED,3,4,MORTGAGE,AGENT,0,0,1,1,1,0
866432790236,BROOKE,LYNCH,400809600000,42,MASTER,STUDENT,DIVORCED,2,2,OTHER,ADJUSTER,0,1,0,0,0,0
866186305158,ANDREAS,GRAF,775872000000,31,ASSOCIATE,STUDENT,SINGLE,2,2,RENT,AGENT,0,0,0,1,0,0
100049611129,MATTHEW,AVELLINO,-322963200000,65,MASTER,EMPLOYED,SINGLE,1,1,MORTGAGE,AGENT,0,0,1,0,1,0
636057173927,PARKER,HARVEY,548553600000,38,ASSOCIATE,STUDENT,WIDOWED,1,1,OWN,AGENT,1,0,1,0,1,1
131240965183,KEMBRA,JONES,-269568000000,64,DOCTORATE,UNEMPLOYED,WIDOWED,1,1,RENT,AGENT,1,0,0,1,0,1
401014666922,ANGELINA,CANO,45792000000,54,BACHELOR,RETIRED,MARRIED,3,4,OWN,AGENT,1,0,1,1,0,0
938616200282,VINH,THAI,236822400000,48,MASTER,SELF_EMPLOYED,MARRIED,1,1,RENT,AGENT,1,1,0,1,1,1
106046533333,ERIN,KWON,-241660800000,63,ASSOCIATE,UNEMPLOYED,SINGLE,2,3,OTHER,AGENT,1,0,0,0,0,0
842254346457,SERONNA,JOHNSON,957484800000,25,BACHELOR,SELF_EMPLOYED,SINGLE,1,2,RENT,AGENT,0,1,0,1,0,0
495579477961,CAROL,HEALEY,-183859200000,61,HIGH_SCHOOL,RETIRED,MARRIED,2,3,OWN,AGENT,1,0,1,1,0,0
626028949691,NELSON,RAYNOR,348019200000,44,ASSOCIATE,STUDENT,SINGLE,0,1,OWN,AGENT,0,1,0,1,0,0
608438358723,MARIA,BATARSE,-8121600000,55,BACHELOR,RETIRED,DIVORCED,2,3,OWN,AGENT,1,1,0,1,1,1
907010120319,ZACHERY,SMITH,817171200000,29,ASSOCIATE,UNEMPLOYED,WIDOWED,3,4,MORTGAGE,ADJUSTER,0,0,1,0,1,0
