CUST_ID,GENDER,ADDRESS,EMAIL_ID,STATE,ZIP,FIRST_NAME,LAST_NAME,TENURE_YEARS,AGE,EDUCATION_STATUS,MARITAL_STATUS,NO_OF_CHILDRENS,NO_OF_DEPENDENTS,HOUSE_OWNERSHIP,OCCUPATION,PURCHASE_HABITS_APPAREL,NPS_FEEDBACK,NPS_SCORE,NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS
65081945442,M,2542 River Ter ATLANTA,leykendra.morrison@yahoo.com,GA,303157135,LEYKENDRA,MORRISON,1,58,BACHELOR,MARRIED,2,2,MORTGAGE,AGENT,1,Premiums keep rising while support is unresponsive.,3,7
336592169889,M,8989 Chestnut Ct RICHMOND,tiffany.hamilton@mail.com,TX,77407,TIFFANY,HAMILTON,16,47,MASTER,WIDOWED,3,3,OTHER,AGENT,0,Communication is fair; some steps could be simpler.,8,6
489059257516,M,4616 Maple Ln LEAGUE CITY,william.reid@example.com,TX,77573,WILLIAM,REID,12,62,BACHELOR,MARRIED,1,2,RENT,ADJUSTER,1,Claims process is confusing and took too long.,4,10
17635008716,F,3816 Hill Ln WINDER,nathan.cassaro@hotmail.com,GA,306803637,NATHAN,CASSARO,9,33,ASSOCIATE,SINGLE,2,3,MORTGAGE,ADJUSTER,0,Service was slow and the experience was frustrating.,5,4
760610728078,F,1178 Sunset Rd DALLAS,wanda.prince@example.com,TX,752660042,WANDA,PRINCE,13,39,DOCTORATE,DIVORCED,0,0,OTHER,ADJUSTER,0,Excellent service and clear communication—highly recommend.,9,15
889143999782,M,6882 Pine Ter KATY,edixon.villalobos@hotmail.com,TX,77493,EDIXON,VILLALOBOS,17,63,DOCTORATE,WIDOWED,0,0,MORTGAGE,AGENT,0,I felt pressured into products that weren’t a good fit.,5,1
991279824711,F,6811 Birch Way SHELBYVILLE,jeffrey.bohr@mail.com,KY,40065,JEFFREY,BOHR,12,51,HIGH_SCHOOL,WIDOWED,1,1,OTHER,ADJUSTER,0,Communication is fair; some steps could be simpler.,8,12
213868544877,M,5977 River Dr SAN ANTONIO,kymesha.kendricks@mail.com,TX,782476617,KYMESHA,KENDRICKS,4,40,HIGH_SCHOOL,MARRIED,3,3,MORTGAGE,AGENT,1,Claims process is confusing and took too long.,4,5
533630009256,F,2356 Birch Ln BURLESON,lisa.green@yahoo.com,TX,760287317,LISA,GREEN,6,27,MASTER,DIVORCED,1,2,OWN,AGENT,1,"Experience was fine, nothing exceptional.",7,7
337212969456,F,6556 Birch Ln FAIRVIEW HEIGHTS,james.wallace@yahoo.com,IL,62208,JAMES,WALLACE,10,58,ASSOCIATE,MARRIED,3,3,RENT,AGENT,1,Hard to reach anyone who could actually help.,6,10
301547367014,M,114 Meadow Ave SPRINGFIELD,timothy.barnes@hotmail.com,MO,658990001,TIMOTHY,BARNES,17,29,HIGH_SCHOOL,MARRIED,1,2,OWN,ADJUSTER,1,Premiums keep rising while support is unresponsive.,5,1
557688786000,M,6100 Oak Pl GULFPORT,jeffrey.ward@yahoo.com,MS,395032743,JEFFREY,WARD,15,61,BACHELOR,MARRIED,3,4,OTHER,AGENT,1,Products are decent; service quality varies by rep.,8,4
260567864981,F,9081 Hill Way CHESNEE,bradford.thorne@gmail.com,SC,293239611,BRADFORD,THORNE,7,42,DOCTORATE,MARRIED,0,0,RENT,AGENT,1,Premiums keep rising while support is unresponsive.,6,7
641009122268,M,7368 Spruce Rd SPRINGVILLE,michael.hayes@hotmail.com,NY,141419772,MICHAEL,HAYES,1,59,MASTER,DIVORCED,2,3,OWN,AGENT,0,Reliable products at a fair price; I’m satisfied.,10,18
514891265626,F,5726 Maple Ln MANSFIELD,derek.speck@example.com,TX,76063,DEREK,SPECK,2,54,MASTER,DIVORCED,0,0,MORTGAGE,AGENT,1,"Professional team, smooth process from start to finish.",9,12
84950864530,M,8630 Lake Pl HOUSTON,simone.popo@example.com,TX,77063,SIMONE,POPO,8,29,ASSOCIATE,WIDOWED,1,2,OWN,AGENT,0,Coverage is acceptable for the price point.,7,15
185795311213,M,4313 Sunset St SARASOTA,marjorie.carrandi@outlook.com,FL,34232,MARJORIE,CARRANDI,10,35,DOCTORATE,DIVORCED,0,1,RENT,AGENT,0,Service was slow and the experience was frustrating.,2,7
161978543100,M,8200 Oak Pl NEWPORT BEACH,traci.kaas@yahoo.com,CA,926601516,TRACI,KAAS,20,62,HIGH_SCHOOL,MARRIED,2,2,OTHER,AGENT,0,Service was slow and the experience was frustrating.,6,10
409084029766,M,866 Maple Ln APOLLO BEACH,zenetea.alexander@example.com,FL,335723552,ZENETEA,ALEXANDER,15,35,BACHELOR,MARRIED,0,0,MORTGAGE,AGENT,1,"Overall okay, but there’s room to improve response times.",7,9
235130232823,M,3923 Sunset St WESTMINSTER,russell.jensen@outlook.com,MD,211573328,RUSSELL,JENSEN,3,26,BACHELOR,SINGLE,0,1,MORTGAGE,AGENT,0,Excellent service and clear communication—highly recommend.,10,16
925244342401,M,8501 Maple Way CORPUS CHRISTI,william.moreno@outlook.com,TX,78415,WILLIAM,MORENO,18,33,BACHELOR,WIDOWED,2,3,RENT,AGENT,0,Easy to work with; I feel well covered.,9,11
627036750800,F,900 Willow Pl HOUSTON,francisco.roque@hotmail.com,TX,77077,FRANCISCO,ROQUE,12,34,ASSOCIATE,SINGLE,1,1,MORTGAGE,AGENT,0,"Overall okay, but there’s room to improve response times.",7,15
916458850550,M,1650 Willow Pl MENTOR,roslyn.ely@hotmail.com,OH,44060,ROSLYN,ELY,16,40,DOCTORATE,WIDOWED,0,0,OWN,AGENT,1,"Overall okay, but there’s room to improve response times.",7,1
828923784503,M,6603 Spruce St INDIANAPOLIS,gregory.edwards@gmail.com,IN,462281141,GREGORY,EDWARDS,17,40,HIGH_SCHOOL,DIVORCED,0,0,OWN,AGENT,1,Reliable products at a fair price; I’m satisfied.,9,14
803299683506,M,3606 Hill Ln HENDERSON,keondre.thomas@hotmail.com,NV,89011,KEONDRE,THOMAS,6,49,DOCTORATE,DIVORCED,1,1,OWN,ADJUSTER,0,Service was slow and the experience was frustrating.,1,7
105232497096,M,6196 Birch Ln NEW YORK,eric.levy@yahoo.com,NY,101782103,ERIC,LEVY,7,60,ASSOCIATE,WIDOWED,2,2,OWN,AGENT,1,Premiums keep rising while support is unresponsive.,6,5
517426140654,M,3754 Chestnut Ave HOLLYWOOD,jorge.gonzalez@yahoo.com,FL,33020,JORGE,GONZALEZ,10,61,DOCTORATE,SINGLE,1,1,OWN,AGENT,1,Premiums keep rising while support is unresponsive.,0,7
395364501219,F,319 Chestnut Ct PHILADELPHIA,kayon.mcintosh@mail.com,PA,191445600,KAYON,MCINTOSH,6,50,MASTER,DIVORCED,3,4,MORTGAGE,AGENT,0,I felt pressured into products that weren’t a good fit.,5,10
384308281022,F,1122 Pine Ter PENSACOLA,neaola.spencer@hotmail.com,FL,32507,NEAOLA,SPENCER,5,63,ASSOCIATE,SINGLE,2,2,MORTGAGE,ADJUSTER,0,Service was slow and the experience was frustrating.,1,7
154606239809,M,909 Meadow Ct DALLAS,william.iii@gmail.com,TX,752302377,WILLIAM,III,13,37,DOCTORATE,MARRIED,1,1,MORTGAGE,AGENT,0,"Professional team, smooth process from start to finish.",10,14
461423009817,M,2917 River Dr ALVARADO,haley.brown@mail.com,TX,76009,HALEY,BROWN,13,40,DOCTORATE,MARRIED,3,3,OWN,AGENT,0,Hard to reach anyone who could actually help.,6,10
645397022740,M,2840 Lake Pl BARTLESVILLE,william.shaw@example.com,OK,74006,WILLIAM,SHAW,7,59,ASSOCIATE,SINGLE,3,3,OWN,ADJUSTER,0,Reliable products at a fair price; I’m satisfied.,9,8
284347343292,M,2392 River Ter WALNUT CREEK,alexander.watson@yahoo.com,CA,945951306,ALEXANDER,WATSON,4,41,HIGH_SCHOOL,WIDOWED,0,1,MORTGAGE,AGENT,0,Excellent service and clear communication—highly recommend.,9,2
566834665921,M,5021 Maple Way PHOENIX,lina.mirazo@outlook.com,AZ,85024,LINA,MIRAZO,8,37,BACHELOR,SINGLE,3,3,OTHER,AGENT,1,Service was slow and the experience was frustrating.,4,10
143267153346,M,5446 Birch Ln SAN ANTONIO,alfred.rodriguez@yahoo.com,TX,78253,ALFRED,RODRIGUEZ,14,59,HIGH_SCHOOL,MARRIED,1,2,OTHER,AGENT,1,Premiums keep rising while support is unresponsive.,5,7
493464971359,M,2459 Elm Ct FRIENDSWOOD,kenneth.hinojosa@outlook.com,TX,775465147,KENNETH,HINOJOSA,6,65,MASTER,WIDOWED,2,3,MORTGAGE,AGENT,1,Service was slow and the experience was frustrating.,3,7
853763778644,F,744 Meadow Ave LUBBOCK,travis.gomez@hotmail.com,TX,794241964,TRAVIS,GOMEZ,14,27,BACHELOR,DIVORCED,0,1,RENT,AGENT,1,Hard to reach anyone who could actually help.,2,7
802786577378,M,5478 Spruce Rd SAN ANTONIO,adrian.bernal@hotmail.com,TX,782403072,ADRIAN,BERNAL,2,47,ASSOCIATE,DIVORCED,2,2,MORTGAGE,AGENT,0,Service was slow and the experience was frustrating.,2,7
874641968252,M,8352 Pine Ter TOWSON,james.jr@hotmail.com,MD,212044048,JAMES,JR,11,52,ASSOCIATE,SINGLE,3,4,OTHER,AGENT,1,Great value and fast claims support.,10,16
305861262729,F,6829 Chestnut Ct SAN ANTONIO,xenia.cano@mail.com,TX,78237,XENIA,CANO,1,55,MASTER,SINGLE,3,3,MORTGAGE,AGENT,1,Premiums keep rising while support is unresponsive.,2,7
654287355722,F,822 Pine Ter MANASQUAN,raymond.denick@hotmail.com,NJ,087363603,RAYMOND,DENICK,18,51,MASTER,SINGLE,2,2,MORTGAGE,AGENT,0,Easy to work with; I feel well covered.,9,17
907246659960,F,4060 Oak Pl KANSAS CITY,dedra.white@yahoo.com,MO,641182267,DEDRA,WHITE,19,35,MASTER,WIDOWED,2,3,OWN,AGENT,0,Easy to work with; I feel well covered.,10,17
221822419647,F,4747 River Dr TIMPSON,joshua.clinton@mail.com,TX,75975,JOSHUA,CLINTON,13,27,ASSOCIATE,SINGLE,1,1,RENT,AGENT,1,Hard to reach anyone who could actually help.,5,10
69999313887,F,4987 River Dr HIGHLANDS RANCH,kimberly.lozano@mail.com,CO,80129,KIMBERLY,LOZANO,3,43,ASSOCIATE,SINGLE,0,1,RENT,AGENT,1,Claims process is confusing and took too long.,2,1
872142943791,F,4891 Birch Way SAN FRANCISCO,bruce.callander@mail.com,CA,941181015,BRUCE,CALLANDER,2,38,DOCTORATE,WIDOWED,2,3,OWN,AGENT,1,Claims process is confusing and took too long.,0,2
342162249855,M,6955 Oak Blvd MEMPHIS,kelsey.taylor@mail.com,TN,381194860,KELSEY,TAYLOR,7,37,DOCTORATE,WIDOWED,1,1,OTHER,AGENT,1,Reliable products at a fair price; I’m satisfied.,9,18
867432443743,M,5843 Sunset St CORPUS CHRISTI,ashley.bangle@outlook.com,TX,78415,ASHLEY,BANGLE,10,47,DOCTORATE,SINGLE,0,1,RENT,AGENT,0,Claims process is confusing and took too long.,6,9
512815337140,F,8240 Lake Pl STAFFORD,linda.gonzalez@example.com,TX,774775220,LINDA,GONZALEZ,2,50,ASSOCIATE,MARRIED,1,1,OWN,AGENT,0,Premiums keep rising while support is unresponsive.,2,7
292688295644,F,6744 Meadow Ave CORAL SPRINGS,krystal.henriquez@hotmail.com,FL,33065,KRYSTAL,HENRIQUEZ,19,54,ASSOCIATE,DIVORCED,1,2,OTHER,AGENT,0,Premiums keep rising while support is unresponsive.,6,10
839882057924,M,6024 Meadow Ave FLORESVILLE,howard.ueckert@hotmail.com,TX,78114,HOWARD,UECKERT,0,27,HIGH_SCHOOL,DIVORCED,0,1,RENT,AGENT,1,Great value and fast claims support.,10,9
320384165658,M,5758 Cedar Rd NEW BRAUNFELS,joetta.stephens@yahoo.com,TX,78132,JOETTA,STEPHENS,7,25,BACHELOR,WIDOWED,0,0,OWN,AGENT,1,Coverage is acceptable for the price point.,8,12
330080252355,F,5455 Oak Blvd PRATTVILLE,keundra.gibson@mail.com,AL,36066,KEUNDRA,GIBSON,19,31,DOCTORATE,WIDOWED,3,3,OTHER,AGENT,1,Communication is fair; some steps could be simpler.,7,11
645127730797,M,8897 Ash Dr ST PETERSBURG,doneshia.weaver@outlook.com,FL,33714,DONESHIA,WEAVER,11,46,DOCTORATE,SINGLE,0,1,MORTGAGE,ADJUSTER,1,"Professional team, smooth process from start to finish.",9,13
620905210103,M,7203 Spruce St WATERFORD,todd.marker@gmail.com,CA,95386,TODD,MARKER,18,45,MASTER,WIDOWED,3,4,OTHER,AGENT,1,Great value and fast claims support.,9,4
128423665366,F,1466 Maple Ln HOUSTON,estela.portillo@example.com,TX,770694600,ESTELA,PORTILLO,5,41,ASSOCIATE,WIDOWED,0,1,OTHER,AGENT,1,Coverage is acceptable for the price point.,8,6
627801410714,M,2814 Meadow Ave IRVING,andrew.wortman@hotmail.com,TX,75063,ANDREW,WORTMAN,11,63,HIGH_SCHOOL,SINGLE,2,3,MORTGAGE,ADJUSTER,1,Service was slow and the experience was frustrating.,3,7
457393339692,M,1792 River Ter FULLERTON,alondra.mendoza@yahoo.com,CA,92831,ALONDRA,MENDOZA,18,66,BACHELOR,SINGLE,3,3,RENT,AGENT,0,Reliable products at a fair price; I’m satisfied.,9,3
638587215061,F,161 Maple Way COLUMBUS,jacqueline.fallon@outlook.com,OH,432152226,JACQUELINE,FALLON,15,41,HIGH_SCHOOL,WIDOWED,2,2,OTHER,ADJUSTER,1,Premiums keep rising while support is unresponsive.,1,7
240313652352,F,8452 River Ter CLEBURNE,kerry.freeman@yahoo.com,TX,760335948,KERRY,FREEMAN,8,38,BACHELOR,MARRIED,3,4,OTHER,ADJUSTER,1,"Professional team, smooth process from start to finish.",10,14
252805318341,F,7441 Birch Way GLENN HEIGHTS,verida.taplin@mail.com,TX,75154,VERIDA,TAPLIN,7,46,DOCTORATE,MARRIED,1,2,OTHER,AGENT,1,Excellent service and clear communication—highly recommend.,10,2
950935273256,F,7356 Hill Ln PINOLE,alexis.cahalin@hotmail.com,CA,94564,ALEXIS,CAHALIN,1,34,HIGH_SCHOOL,MARRIED,1,1,OWN,AGENT,1,Claims process is confusing and took too long.,4,2
223582376207,M,2307 Pine Dr MCKINNEY,siri.spradling@gmail.com,TX,75069,SIRI,SPRADLING,13,32,BACHELOR,SINGLE,2,3,MORTGAGE,AGENT,1,Coverage is acceptable for the price point.,8,6
498876753876,F,3976 Birch Ln HOUSTON,diana.martinez@yahoo.com,TX,770441560,DIANA,MARTINEZ,3,31,MASTER,MARRIED,2,3,OWN,AGENT,1,Great value and fast claims support.,9,12
881358987048,F,3148 Cedar Rd STAMFORD,jory.polk@yahoo.com,TX,79553,JORY,POLK,1,61,BACHELOR,WIDOWED,2,2,MORTGAGE,AGENT,0,"Overall okay, but there’s room to improve response times.",7,15
918667505027,M,2127 Pine Dr DEERFIELD BEACH,mathias.doe@gmail.com,FL,33442,MATHIAS,DOE,16,40,HIGH_SCHOOL,DIVORCED,1,2,OWN,AGENT,1,Communication is fair; some steps could be simpler.,8,10
182095806307,M,3407 Ash Dr HOUSTON,matthew.galante@outlook.com,TX,77002,MATTHEW,GALANTE,12,61,HIGH_SCHOOL,DIVORCED,0,0,OTHER,AGENT,1,"Experience was fine, nothing exceptional.",7,4
968884279404,F,7504 Chestnut Ave THE WOODLANDS,shawn.baitman@yahoo.com,TX,77380,SHAWN,BAITMAN,17,36,BACHELOR,DIVORCED,1,2,OTHER,AGENT,0,Claims process is confusing and took too long.,3,7
861047432272,F,8372 Ash Ter AUSTIN,spencer.heaton@example.com,TX,787176078,SPENCER,HEATON,19,56,ASSOCIATE,WIDOWED,0,1,OWN,AGENT,1,I felt pressured into products that weren’t a good fit.,6,6
118315561789,M,4889 Elm Ct TAMARAC,shadrach.rochester@outlook.com,FL,333216345,SHADRACH,ROCHESTER,2,45,BACHELOR,WIDOWED,3,3,MORTGAGE,AGENT,1,Coverage is acceptable for the price point.,8,6
245024314831,F,7931 Maple Way SEAGOVILLE,kameisha.brown@outlook.com,TX,75159,KAMEISHA,BROWN,2,34,ASSOCIATE,SINGLE,2,3,OWN,ADJUSTER,1,Premiums keep rising while support is unresponsive.,3,7
930954440352,F,2452 River Ter MCKINNEY,abolghasem.badiee@yahoo.com,TX,75070,ABOLGHASEM,BADIEE,6,44,BACHELOR,SINGLE,0,0,OWN,AGENT,1,"Overall okay, but there’s room to improve response times.",7,8
111957823962,F,2062 River Ter SAN ANTONIO,jared.trejo@yahoo.com,TX,782880001,JARED,TREJO,15,41,MASTER,DIVORCED,0,1,RENT,ADJUSTER,1,Communication is fair; some steps could be simpler.,8,9
155405125209,F,1309 Chestnut Ct DELRAY BEACH,diane.sasso@mail.com,FL,334834956,DIANE,SASSO,14,31,MASTER,WIDOWED,1,2,RENT,AGENT,1,Service was slow and the experience was frustrating.,1,7
467417653100,M,7200 Willow Pl WYNDMOOR,kaisha.hinson@hotmail.com,PA,190387419,KAISHA,HINSON,16,67,DOCTORATE,DIVORCED,2,2,OTHER,AGENT,1,"Overall okay, but there’s room to improve response times.",7,1
435459392229,F,8329 Chestnut Ct BRYAN,william.stallones@mail.com,TX,77805,WILLIAM,STALLONES,17,62,MASTER,WIDOWED,1,1,RENT,AGENT,1,Reliable products at a fair price; I’m satisfied.,9,3
885998941698,F,7798 Cedar Rd HOUSTON,jamira.williams@yahoo.com,TX,77065,JAMIRA,WILLIAMS,13,31,DOCTORATE,WIDOWED,1,1,OWN,AGENT,1,"Professional team, smooth process from start to finish.",10,6
812844393028,M,6128 Sunset Rd UPPER DARBY,adeyemi.adefemi@example.com,PA,19082,ADEYEMI,ADEFEMI,7,25,DOCTORATE,SINGLE,1,1,OTHER,ADJUSTER,0,Premiums keep rising while support is unresponsive.,1,2
242238026036,M,2136 Hill Ln CHICAGO,philip.santucci@hotmail.com,IL,606312753,PHILIP,SANTUCCI,9,55,BACHELOR,DIVORCED,2,3,RENT,AGENT,0,Coverage is acceptable for the price point.,8,2
878088660050,M,6150 Willow Pl FARMINGDALE,benjamin.miller@hotmail.com,NY,11735,BENJAMIN,MILLER,13,47,DOCTORATE,WIDOWED,2,3,MORTGAGE,AGENT,1,Premiums keep rising while support is unresponsive.,1,7
701859216517,M,3617 Ash Dr FORKED RIVER,robert.esposito@outlook.com,NJ,08731,ROBERT,ESPOSITO,18,34,MASTER,DIVORCED,0,0,OWN,AGENT,1,"Professional team, smooth process from start to finish.",9,1
867269354285,M,5385 Willow Blvd AUSTELL,barbara.russell@gmail.com,GA,301687056,BARBARA,RUSSELL,20,41,DOCTORATE,SINGLE,1,2,RENT,ADJUSTER,0,"Professional team, smooth process from start to finish.",9,6
467645346157,F,257 Ash Dr MAYFIELD VILLAGE,richard.david@outlook.com,OH,44143,RICHARD,DAVID,16,63,MASTER,MARRIED,2,2,MORTGAGE,ADJUSTER,0,Hard to reach anyone who could actually help.,6,9
875099607417,M,6517 River Dr DALLAS,david.dotson@mail.com,TX,75252,DAVID,DOTSON,9,67,DOCTORATE,SINGLE,0,0,MORTGAGE,ADJUSTER,0,Premiums keep rising while support is unresponsive.,5,10
613406829982,F,4082 Ash Ter CEDAR RAPIDS,timothy.hartsock@example.com,IA,524012002,TIMOTHY,HARTSOCK,6,55,DOCTORATE,MARRIED,3,3,MORTGAGE,AGENT,0,Claims process is confusing and took too long.,4,7
467411304879,M,3979 Chestnut Ct GREENSBORO,krystal.jones@mail.com,NC,274103442,KRYSTAL,JONES,9,34,HIGH_SCHOOL,DIVORCED,2,2,MORTGAGE,AGENT,0,"Professional team, smooth process from start to finish.",9,7
720788924062,M,2162 Ash Ter ROUND ROCK,jevaryon.sr@example.com,TX,78681,JEVARYON,SR,17,35,ASSOCIATE,WIDOWED,2,2,OTHER,AGENT,0,Great value and fast claims support.,9,12
976704270611,M,6711 Hill Way ELBERTA,james.rinaudo@gmail.com,AL,365302589,JAMES,RINAUDO,4,48,DOCTORATE,SINGLE,3,4,OTHER,ADJUSTER,1,Excellent service and clear communication—highly recommend.,10,12
492558963972,M,7072 River Ter DALLAS,bruce.everett@yahoo.com,TX,752660042,BRUCE,EVERETT,19,65,HIGH_SCHOOL,MARRIED,3,4,OTHER,ADJUSTER,1,Claims process is confusing and took too long.,2,7
165388251922,M,4022 Ash Ter JACKSONVILLE,alexa.shoemaker@example.com,TX,757660285,ALEXA,SHOEMAKER,13,24,DOCTORATE,DIVORCED,2,2,OTHER,AGENT,0,Hard to reach anyone who could actually help.,6,6
667715554297,M,1397 Ash Dr ALBERTSON,qian.hong@outlook.com,NY,11214,QIAN,HONG,6,54,HIGH_SCHOOL,MARRIED,3,4,OTHER,AGENT,0,Products are decent; service quality varies by rep.,7,15
230446449805,M,905 Lake Blvd SAN ANTONIO,gary.dudley@outlook.com,TX,782164459,GARY,DUDLEY,4,31,BACHELOR,SINGLE,2,2,MORTGAGE,AGENT,0,Premiums keep rising while support is unresponsive.,6,3
